id,category,scene,page_url,image_url,creator,license,license_url,curated_on,coco_lineage_check,original_path,test_path,original_format,original_mode,original_width,original_height,embedded_icc,crop_box_ltrb,test_width,test_height,test_mode,test_format,test_bit_depth,test_icc_profile,test_has_alpha,mean_channel_difference,visual_grayscale_flag,edge_variance,original_sha256,test_sha256,crop_scale,focus_y,focus_x
human_environment_08,human_environment,tennis ready stance,https://unsplash.com/photos/a-woman-holding-a-tennis-racquet-on-a-tennis-court-us51mNdqaPk,https://images.unsplash.com/photo-1696661115319-a9b6801e2571,Peyman Shojaei,Unsplash License,https://unsplash.com/license,2026-08-25,Unsplash source (non-Flickr); selected independently; not added to train/val,D:/coding/FOT/datasets/fot_real50/originals/human_environment/human_environment_08.jpg,D:/coding/FOT/datasets/fot_real50/test_512/human_environment/human_environment_08.png,JPEG,RGB,3018,3772,True,"452,830,2565,2943",512,512,RGB,PNG,8,sRGB,False,68.75,False,579.56,f071a5ac51b96585754ccb6a8ecb2b73f5e54413ebcf180feee7ba4c6cb9e3fb,d3ee30bdf697314931cb37b077d59e4736728eec1220dbc43bb700210af1ee81,0.7,,
human_environment_09,human_environment,programmer at workstation,https://unsplash.com/photos/man-facing-three-computer-monitors-while-sitting-qAjJk-un3BI,https://images.unsplash.com/photo-1550439062-609e1531270e,Max Duzij,Unsplash License,https://unsplash.com/license,2026-08-25,Unsplash source (non-Flickr); selected independently; not added to train/val,D:/coding/FOT/datasets/fot_real50/originals/human_environment/human_environment_09.jpg,D:/coding/FOT/datasets/fot_real50/test_512/human_environment/human_environment_09.png,JPEG,RGB,6000,4000,True,"1000,0,5000,4000",512,512,RGB,PNG,8,sRGB,False,13.091,False,1426.815,65beffb10a1968adbda6ccf66d542fc4a5155e94102197122eab0e849f981f84,836c9fe6a8fe629c41693fe4df639144510d425a298091e37d5ea05a94ca9941,,,
human_environment_10,human_environment,potter at wheel,https://unsplash.com/photos/woman-shaping-clay-on-a-pottery-wheel-Wksd6I6mSkw,https://images.unsplash.com/photo-1764507768733-667e135d8cb9,Laura Tommasina,Unsplash License,https://unsplash.com/license,2026-08-25,Unsplash source (non-Flickr); selected independently; not added to train/val,D:/coding/FOT/datasets/fot_real50/originals/human_environment/human_environment_10.jpg,D:/coding/FOT/datasets/fot_real50/test_512/human_environment/human_environment_10.png,JPEG,RGB,6016,4016,True,"1000,0,5016,4016",512,512,RGB,PNG,8,sRGB,False,41.312,False,817.053,f521f0cd58779c82ac115e1320f571b9c7e276c96a996b7a2f5b98fad9a14cda,343ad34b3d7be1caa236a5b38ad476b25d9e8cb204c8ce59856eae5bbe0a0697,,,
multi_human_01,multi_human,two women conversing,https://unsplash.com/photos/two-women-sitting-beside-table-and-talking-LQ1t-8Ms5PY,https://images.unsplash.com/photo-1573497491208-6b1acb260507,Christina @wocintechchat.com,Unsplash License,https://unsplash.com/license,2026-08-25,Unsplash source (non-Flickr); selected independently; not added to train/val,D:/coding/FOT/datasets/fot_real50/originals/multi_human/multi_human_01.jpg,D:/coding/FOT/datasets/fot_real50/test_512/multi_human/multi_human_01.png,JPEG,RGB,5760,3840,True,"960,0,4800,3840",512,512,RGB,PNG,8,sRGB,False,18.456,False,2286.717,86c564ebfd04cc5da5e9fbc4c5082368c5cba8e53e2ea9e04de7986b7defc88f,c46f701c145c0bf82c08337b1fe03e0159b87892e35dd2beac1dc83333509f4d,,,
multi_human_02,multi_human,two colleagues by window,https://unsplash.com/photos/a-man-and-a-woman-standing-in-front-of-a-window-KcLe8BX4cAc,https://images.unsplash.com/photo-1677594333932-26318a505994,The Jopwell Collection,Unsplash License,https://unsplash.com/license,2026-08-25,Unsplash source (non-Flickr); selected independently; not added to train/val,D:/coding/FOT/datasets/fot_real50/originals/multi_human/multi_human_02.jpg,D:/coding/FOT/datasets/fot_real50/test_512/multi_human/multi_human_02.png,JPEG,RGB,3600,2468,True,"566,0,3034,2468",512,512,RGB,PNG,8,sRGB,False,19.019,False,2044.661,b39705f1b295795b815332037ed7d6a777d43b51b94317bc25d1b4d7aba1d693,bdeb2e55539e5ddf14e4394b034615295ca597cca15ee74ac37a007710ecf38b,,,
multi_human_03,multi_human,outdoor business conversation,https://unsplash.com/photos/woman-in-black-long-sleeve-shirt-sitting-on-white-wooden-bench-during-daytime-_4qmlxHbX6I,https://images.unsplash.com/photo-1590650624342-f527904ca1b3,LinkedIn Sales Solutions,Unsplash License,https://unsplash.com/license,2026-08-25,Unsplash source (non-Flickr); selected independently; not added to train/val,D:/coding/FOT/datasets/fot_real50/originals/multi_human/multi_human_03.jpg,D:/coding/FOT/datasets/fot_real50/test_512/multi_human/multi_human_03.png,JPEG,RGB,6720,4480,True,"1120,0,5600,4480",512,512,RGB,PNG,8,sRGB,False,46.391,False,2234.556,0f45d1a43b58bdfe098881c4450affdd977a252114d73a11e8da08357875843c,36105bf579eefa3f7ae1224ca93cc32157833f97747b9052174563b8ae11125b,,,
multi_human_04,multi_human,outdoor handshake,https://unsplash.com/photos/two-men-in-suits-shake-hands-outdoors-Q8q1f4N-_JQ,https://images.unsplash.com/photo-1751428948716-c27c6afa4b71,Alexander Mass,Unsplash License,https://unsplash.com/license,2026-08-25,Unsplash source (non-Flickr); selected independently; not added to train/val,D:/coding/FOT/datasets/fot_real50/originals/multi_human/multi_human_04.jpg,D:/coding/FOT/datasets/fot_real50/test_512/multi_human/multi_human_04.png,JPEG,RGB,4160,6240,True,"728,1768,3432,4472",512,512,RGB,PNG,8,sRGB,False,20.835,False,1977.25,56cc5dc6144d049988d1f1f11bb975b69b445362f8554018e2048cfee9687f2c,772ad56b6d1217f92435cf967f869880d7e7288a15b3606f35742495e254255f,0.65,,
multi_human_05,multi_human,one-on-one basketball,https://unsplash.com/photos/man-in-white-tank-top-playing-basketball-pS65HABcy7Q,https://images.unsplash.com/photo-1600467434100-8939a5d27796,Robin Jonathan Deutsch,Unsplash License,https://unsplash.com/license,2026-08-25,Unsplash source (non-Flickr); selected independently; not added to train/val,D:/coding/FOT/datasets/fot_real50/originals/multi_human/multi_human_05.jpg,D:/coding/FOT/datasets/fot_real50/test_512/multi_human/multi_human_05.png,JPEG,RGB,8256,5504,True,"1376,0,6880,5504",512,512,RGB,PNG,8,sRGB,False,29.104,False,3711.763,f521e76fcd71b141494eaf86f2bc1cecd86e8444e99dea12a9097c911cb2655b,ec203e4c521170980ed2e4607c37580cae753a9858f802aa65dabb3897dffd86,,,
multi_human_06,multi_human,two-player soccer,https://unsplash.com/photos/94A72qoyMYQ,https://images.unsplash.com/photo-1592144483259-5d7d7becdb15,Yogendra Singh,Unsplash License,https://unsplash.com/license,2026-08-25,Unsplash source (non-Flickr); selected independently; not added to train/val,D:/coding/FOT/datasets/fot_real50/originals/multi_human/multi_human_06.jpg,D:/coding/FOT/datasets/fot_real50/test_512/multi_human/multi_human_06.png,JPEG,RGB,6000,4000,True,"1600,600,4400,3400",512,512,RGB,PNG,8,sRGB,False,30.991,False,1520.371,d5dd0ac3617018b113da760e12defd454a018bb8ba16ad6c454e3678103a4942,51d2a6805036461e291b73acb31aaf41ad335bcb866ce60a8a5682420fcbedfa,0.7,,
multi_human_07,multi_human,three-person laptop meeting,https://unsplash.com/photos/three-women-sitting-around-table-using-laptops-7Zy2KV76Mts,https://images.unsplash.com/photo-1554902843-260acd0993f8,CoWomen,Unsplash License,https://unsplash.com/license,2026-08-25,Unsplash source (non-Flickr); selected independently; not added to train/val,D:/coding/FOT/datasets/fot_real50/originals/multi_human/multi_human_07.jpg,D:/coding/FOT/datasets/fot_real50/test_512/multi_human/multi_human_07.png,JPEG,RGB,6000,4000,True,"1000,0,5000,4000",512,512,RGB,PNG,8,sRGB,False,26.609,False,2432.8,a0bd61b8b919e70fd4f2a8b64c0f5ac1b411cca4f187d820771829ea5c867dd4,4f45bf452bd0b90f9b48cffec2a5672b016c68b68c45402bbba43e67c497a29d,,,
multi_human_08,multi_human,family game in park,https://unsplash.com/photos/family-playing-rock-paper-scissors-in-a-park-1TTH3cJPCKA,https://images.unsplash.com/photo-1769226148121-21245717207b,Hoi An and Da Nang Photographer,Unsplash License,https://unsplash.com/license,2026-08-25,Unsplash source (non-Flickr); selected independently; not added to train/val,D:/coding/FOT/datasets/fot_real50/originals/multi_human/multi_human_08.jpg,D:/coding/FOT/datasets/fot_real50/test_512/multi_human/multi_human_08.png,JPEG,RGB,8192,5464,True,"1364,0,6828,5464",512,512,RGB,PNG,8,sRGB,False,59.747,False,931.983,10fb18ed4b5234fe24f99300a3bf8c86642f05db8882252f1bc9184e793ad930,79d1a85353fce31b33fbfe07ac85fc57d9113640ff436e6558d6b24a5a4c532a,,,
multi_human_09,multi_human,family play in forest,https://unsplash.com/photos/a-woman-and-a-child-are-playing-in-the-grass-vrbd8y9_GXc,https://images.unsplash.com/photo-1701066903391-e70f2e2dadad,Jessica Donnelly,Unsplash License,https://unsplash.com/license,2026-08-25,Unsplash source (non-Flickr); selected independently; not added to train/val,D:/coding/FOT/datasets/fot_real50/originals/multi_human/multi_human_09.jpg,D:/coding/FOT/datasets/fot_real50/test_512/multi_human/multi_human_09.png,JPEG,RGB,4496,3000,True,"748,0,3748,3000",512,512,RGB,PNG,8,sRGB,False,35.958,False,4780.329,72189328be38c262c8f12d776477808486a15090e22f80c3f42d20809db8cd0e,c1a73a84e2dec32294aa7a90dd4cecc2c82ad4dd2243993262cf3498d01c698d,,,
multi_human_10,multi_human,two people playing chess,https://unsplash.com/photos/two-people-are-playing-chess-by-a-window-JHXHI9xyMmA,https://images.unsplash.com/photo-1741790009218-d0cc7440a3c2,Elijah Crouch,Unsplash License,https://unsplash.com/license,2026-08-25,Unsplash source (non-Flickr); selected independently; not added to train/val,D:/coding/FOT/datasets/fot_real50/originals/multi_human/multi_human_10.jpg,D:/coding/FOT/datasets/fot_real50/test_512/multi_human/multi_human_10.png,JPEG,RGB,5328,4000,True,"664,0,4664,4000",512,512,RGB,PNG,8,sRGB,False,45.272,False,2591.517,e3de49beb0e5755d780f467abf901923b514dfca3d5d7f20d61d77b8227cd09e,0ed29614bc6ca3d1682d8a2b1e4d86538713401d6ae0159572d711857f809264,,,
